University Name,City,Category,Website,Website Domain,Confidence,Source
Institute of Post Graduate Ayurvedic Education & Research,Kolkata,AYUSH,http://ipgaer.wbhealth.gov.in/,ipgaer.wbhealth.gov.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
J.B. Roy State Ayurvedic Medical College & Hospital,Kolkata,AYUSH,https://jbrsamch.org.in/,jbrsamch.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Raghunath Ayurved Mahavidyalaya and Hospital,Kolkata,AYUSH,https://www.raghunathayurved.com/,www.raghunathayurved.com,medium,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Rajib Gandhi Ayurvedic Medical College & Hospital,Kolkata,AYUSH,https://www.rgmach.org/,www.rgmach.org,medium,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Vishwanath Ayurved Mahavidyalaya & Hospital,Kolkata,AYUSH,,,low,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"College of Paramedical & Allied Health Sciences, Kalyani",Kalyani,Allied Health,,,low,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
State Medical Faculty of West Bengal,Kolkata,Allied Health,https://smfwb.in/,smfwb.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Acharya Brojendra Nath Seal College,Cooch Behar,Govt Degree College,https://abnsealcollege.ac.in/,abnsealcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Acharya Prafulla Chandra Roy Government College,Siliguri,Govt Degree College,https://www.apcrgc.org/,www.apcrgc.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Banarhat Kartik Oraon Hindi Government College,Banarhat,Govt Degree College,https://bkohindigovernmentcollege.ac.in/,bkohindigovernmentcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Barasat Government College,Barasat,Govt Degree College,https://bgc.ac.in/,bgc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bethune College,Kolkata,Govt Degree College,https://www.bethunecollege.ac.in/,www.bethunecollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bidhannagar College,Kolkata,Govt Degree College,https://bnc.ac.in/,bnc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Chandernagore Government College,Chandernagore,Govt Degree College,https://www.chandernagorecollege.ac.in/,www.chandernagorecollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Darjeeling Government College,Darjeeling,Govt Degree College,https://www.dgc.ac.in/,www.dgc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Dr. A.P.J. Abdul Kalam Govt. College,New Town,Govt Degree College,https://www.apjakgc.in/,www.apjakgc.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Durgapur Government College,Durgapur,Govt Degree College,https://durgapurgovtcollege.ac.in/,durgapurgovtcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Government College of Art & Craft,Kolkata,Govt Degree College,https://www.gcac.edu.in/,www.gcac.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Chapra",Chapra,Govt Degree College,https://www.chapragovtcollege.org/,www.chapragovtcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Gopiballavpur-II",Gopiballavpur,Govt Degree College,https://www.ggdcgopi2.ac.in/,www.ggdcgopi2.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Gorubathan",Gorubathan,Govt Degree College,http://gorubathanggdc.co.in/,gorubathanggdc.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Hili",Hili,Govt Degree College,https://www.sbsgch.ac.in/,www.sbsgch.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Kaliganj",Kaliganj,Govt Degree College,http://www.kaliganjgovtcollege.ac.in/,www.kaliganjgovtcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Kalna",Kalna,Govt Degree College,https://www.ggdck.ac.in/,www.ggdck.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Keshiary",Keshiary,Govt Degree College,https://www.ggdckeshiary.ac.in/,www.ggdckeshiary.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Kharagpur-II",Kharagpur,Govt Degree College,https://ggdckharagpur2.ac.in/,ggdckharagpur2.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Kushmandi",Kushmandi,Govt Degree College,https://kushmandiggdc.in/,kushmandiggdc.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Lalgarh",Lalgarh,Govt Degree College,https://www.lalgarhgovtcollege.org/,www.lalgarhgovtcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Mangalkote",Mangalkote,Govt Degree College,https://mangalkotegovtcollege.org/,mangalkotegovtcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Mohanpur",Mohanpur,Govt Degree College,https://ggdcmohanpur.ac.in/,ggdcmohanpur.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Narayangarh",Narayangarh,Govt Degree College,https://ngc.ac.in/,ngc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Pedong",Pedong,Govt Degree College,http://pedongcollege.in/,pedongcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Salboni",Salboni,Govt Degree College,https://www.salbonigovtcollege.org/,www.salbonigovtcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Singur",Singur,Govt Degree College,http://singurgovtcollege.org/,singurgovtcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government General Degree College, Tehatta",Tehatta,Govt Degree College,https://tehattagovtcollege.ac.in/,tehattagovtcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Government Girls General Degree College, Ekbalpur",Kolkata,Govt Degree College,https://www.govtgirlsekbalpur.com/,www.govtgirlsekbalpur.com,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Haldia Government College,Haldia,Govt Degree College,https://www.haldiagovtcollege.ac.in/,www.haldiagovtcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Hooghly Mohsin College,Hooghly,Govt Degree College,https://hooghlymohsincollege.ac.in/,hooghlymohsincollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Jhargram Raj College,Jhargram,Govt Degree College,https://jrc.ac.in/,jrc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Kabi Jagadram Roy Govt. General Degree College,Bankura,Govt Degree College,https://kjrggdc.ac.in/,kjrggdc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Krishnagar Government College,Krishnanagar,Govt Degree College,https://www.krishnagargovtcollege.ac.in/,www.krishnagargovtcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Lady Brabourne College,Kolkata,Govt Degree College,https://ladybrabourne.ac.in/,ladybrabourne.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Muragachha Govt College,Nadia,Govt Degree College,https://muragachhagovtcollege.in/,muragachhagovtcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Nayagram Pandit Raghunath Murmu Government College,Nayagram,Govt Degree College,https://nayagramprmgovtcollege.ac.in/,nayagramprmgovtcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
P. R. Thakur Government College,Thakurnagar,Govt Degree College,https://www.prtgc.ac.in/,www.prtgc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Sahid Matangini Hazra Government College for Women,Tamluk,Govt Degree College,https://matanginicollege.ac.in/,matanginicollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Sister Nibedita Government General Degree College for Girls,Kolkata,Govt Degree College,https://www.snggdcg.ac.in/,www.snggdcg.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Taki Government College,Taki,Govt Degree College,http://www.tgc.ac.in/,www.tgc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Aghorekamini Prakashchandra Mahavidyalaya,Bengai,Affiliated College,https://akpcmahavidyalaya.org/,akpcmahavidyalaya.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Anandamohan College,Kolkata,Affiliated College,https://anandamohancollege.ac.in/,anandamohancollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Arambagh Girls' College,Arambagh,Affiliated College,https://www.arambaghgirlscollege.ac.in/,www.arambaghgirlscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Asannagar Madan Mohan Tarkalankar College,Asannagar,Affiliated College,https://www.ammtcollege.in/,www.ammtcollege.in,medium,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Asansol Girls' College,Asansol,Affiliated College,https://agc.ac.in/,agc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bajkul Milani Mahavidyalaya,Bajkul,Affiliated College,https://www.bajkulcollege.org/,www.bajkulcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bangabasi Morning College,Kolkata,Affiliated College,https://www.bangabasimorning.edu.in/,www.bangabasimorning.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bankura Christian College,Bankura,Affiliated College,https://bccollege.ac.in/,bccollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bankura Zilla Saradamani Mahila Mahavidyapith,Bankura,Affiliated College,https://bzsmcollege.org/,bzsmcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bardhaman Raj College,Bardhaman,Affiliated College,https://burdwanrajcollege.ac.in/,burdwanrajcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Barjora College,Barjora,Affiliated College,https://barjoracollege.co.in/,barjoracollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Barrackpore Rastraguru Surendranath College,Barrackpore,Affiliated College,https://brsnc.in/,brsnc.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Baruipur College,Baruipur,Affiliated College,https://www.baruipurcollege.ac.in/,www.baruipurcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Basanti Devi College,Kolkata,Affiliated College,https://www.basantidevicollege.edu.in/,www.basantidevicollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bejoy Narayan Mahavidyalaya,Itachuna,Affiliated College,https://www.bnmv.ac.in/,www.bnmv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Belda College,Belda,Affiliated College,https://beldacollege.ac.in/,beldacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Berhampore College,Berhampore,Affiliated College,https://berhamporecollege.in/,berhamporecollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Berhampore Girls' College,Berhampore,Affiliated College,https://berhamporegirlscollege.ac.in/,berhamporegirlscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bethuadahari College,Bethuadahari,Affiliated College,https://www.bethuacollege.in/,www.bethuacollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Bidhan Chandra College, Asansol",Asansol,Affiliated College,https://www.bccollegeasansol.ac.in/,www.bccollegeasansol.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Birbhum Mahavidyalaya,Birbhum,Affiliated College,,,low,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Bolpur College,Bolpur,Affiliated College,https://bolpurcollege.edu.in/,bolpurcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Budge Budge College,Budge Budge,Affiliated College,https://www.wbbudgebudgecollege.org/,www.wbbudgebudgecollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Chakdaha College,Chakdaha,Affiliated College,https://chakdahacollege.ac.in/,chakdahacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Chapra Bangaljhi Mahavidyalaya,Chapra,Affiliated College,https://www.cbmahavidyalaya.ac.in/,www.cbmahavidyalaya.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Deshbandhu Mahavidyalaya,Chittaranjan,Affiliated College,https://dbmcrj.ac.in/,dbmcrj.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Dhruba Chand Halder College,Dakshin Barasat,Affiliated College,https://www.dchcollege.org/,www.dchcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Dinabandhu Andrews College,Kolkata,Affiliated College,https://dacollege.org/,dacollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Domkal Girls' College,Domkal,Affiliated College,https://domkalgirlscollege.ac.in/,domkalgirlscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Dr. B.R. Ambedkar College,Betai,Affiliated College,https://dbrac.ac.in/,dbrac.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Dukhulal Nibaran Chandra College,Aurangabad,Affiliated College,https://dnccollege.ac.in/,dnccollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Dumkal College,Dumkal,Affiliated College,https://dumkalcollege.in/,dumkalcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Durgapur College of Commerce and Science,Durgapur,Affiliated College,,,low,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Durgapur Women's College,Durgapur,Affiliated College,https://durgapurwomenscollege.ac.in/,durgapurwomenscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Dwijendralal College,Krishnanagar,Affiliated College,https://dlcollege.ac.in/,dlcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Egra Sarada Shashi Bhushan College,Egra,Affiliated College,https://egrassbcollege.ac.in/,egrassbcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Fakir Chand College,Diamond Harbour,Affiliated College,https://fccollege.ac.in/,fccollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"G. D. College, Shaikhpara",Shaikhpara,Affiliated College,https://gdcollegeonline.in/,gdcollegeonline.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Galsi Mahavidyalaya,Galsi,Affiliated College,https://galsimahavidyalaya.ac.in/,galsimahavidyalaya.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Gushkara Mahavidyalaya,Gushkara,Affiliated College,https://www.gushkaramahavidyalaya.ac.in/,www.gushkaramahavidyalaya.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Hooghly Women's College,Hooghly,Affiliated College,https://hooghlywomenscollege.ac.in/,hooghlywomenscollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Jogamaya Devi College,Kolkata,Affiliated College,https://jogamayadevicollege.ac.in/,jogamayadevicollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Kabi Joydeb Mahavidyalaya,Bolpur,Affiliated College,https://kjm.ac.in/,kjm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Kalna College,Kalna,Affiliated College,https://kalnacollege.ac.in/,kalnacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Kandra Radha Kanta Kundu Mahavidyalaya,Kandra,Affiliated College,http://www.kandrarkkmahavidyalaya.org/,www.kandrarkkmahavidyalaya.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Katwa College,Katwa,Affiliated College,https://katwacollege.ac.in/,katwacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Kazi Nazrul Islam Mahavidyalaya,Churulia,Affiliated College,https://knimchurulia.in/,knimchurulia.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Khandra College,Khandra,Affiliated College,https://khandracollege.ac.in/,khandracollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Kharagpur College,Kharagpur,Affiliated College,https://kharagpurcollege.ac.in/,kharagpurcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Krishnath College,Berhampore,Affiliated College,https://krishnathcollege.ac.in/,krishnathcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Kulti College,Kulti,Affiliated College,https://www.kulticollege.ac.in/,www.kulticollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"L.J.D. College, Falta",Falta,Affiliated College,http://ljdcolleges.org/main/,ljdcolleges.org,medium,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Maharajadhiraj Uday Chand Women's College,Bardhaman,Affiliated College,https://www.mucwcburdwan.org/,www.mucwcburdwan.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Maheshtala College,Maheshtala,Affiliated College,https://www.maheshtalacollege.ac.in/,www.maheshtalacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Mahishadal Girls' College,Mahishadal,Affiliated College,https://www.mgcwb.ac.in/,www.mgcwb.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Mankar College,Mankar,Affiliated College,https://mankarcollege.ac.in/,mankarcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Memari College,Memari,Affiliated College,https://www.memaricollege.edu.in/,www.memaricollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Michael Madhusudan Memorial College,Durgapur,Affiliated College,https://michaelmadhusudancollege.ac.in/,michaelmadhusudancollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Murshidabad Adarsha Mahavidyalaya,Islampur,Affiliated College,https://mam.ac.in/,mam.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Netaji Mahavidyalaya, Arambagh",Arambagh,Affiliated College,https://www.netajimahavidyalaya.ac.in/,www.netajimahavidyalaya.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Netaji Nagar College,Kolkata,Affiliated College,https://www.netajinagarcollege.ac.in/,www.netajinagarcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Netaji Nagar College for Women,Kolkata,Affiliated College,https://netajinagarcollegeforwomen.in/,netajinagarcollegeforwomen.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Netaji Nagar Day College,Kolkata,Affiliated College,https://nndc.ac.in/,nndc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Pandaveswar College,Pandaveswar,Affiliated College,https://pandaveswarcollege.ac.in/,pandaveswarcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Prabhat Kumar College,Contai,Affiliated College,https://pkcollegecontai.ac.in/,pkcollegecontai.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Purbasthali College,Purbasthali,Affiliated College,https://www.purbasthalicollege.com/,www.purbasthalicollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Purni Devi Chaudhuri Girls' College,Bolpur,Affiliated College,https://pdcgc.in/,pdcgc.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"Ramakrishna Mission Residential College, Narendrapur",Narendrapur,Affiliated College,https://rkmrc.in/,rkmrc.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Ramakrishna Mission Vidyamandira,Belur,Affiliated College,https://vidyamandira.ac.in/,vidyamandira.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Ramakrishna Sarada Mission Vivekananda Vidyabhavan,Dumdum,Affiliated College,https://rksmvv.ac.in/,rksmvv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Ramananda College,Bishnupur,Affiliated College,https://ramanandacollege.org/,ramanandacollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Raniganj Girls' College,Raniganj,Affiliated College,https://www.raniganjgirlscollege.org/,www.raniganjgirlscollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Santipur College,Santipur,Affiliated College,https://www.santipurcollege.in/,www.santipurcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Seva Bharati Mahavidyalaya,Kapgari,Affiliated College,https://www.sbmahavidyalaya.ac.in/,www.sbmahavidyalaya.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Sonamukhi College,Sonamukhi,Affiliated College,https://www.sonamukhicollege.ac.in/,www.sonamukhicollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Sonarpur Mahavidyalaya,Sonarpur,Affiliated College,https://sonarpurmahavidyalaya.com/,sonarpurmahavidyalaya.com,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
"St. Xavier's College, Asansol",Asansol,Affiliated College,https://sxcasansol.in/,sxcasansol.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Syamsundar College,Syamsundar,Affiliated College,https://syamsundarcollege.ac.in/,syamsundarcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Tamralipta Mahavidyalaya,Tamluk,Affiliated College,https://tmv.ac.in/,tmv.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Tarakeswar Degree College,Tarakeswar,Affiliated College,https://tarakeswardegreecollege.org/,tarakeswardegreecollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Triveni Devi Bhalotia College,Raniganj,Affiliated College,https://www.tdbcollege.ac.in/,www.tdbcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Vidyasagar College,Kolkata,Affiliated College,https://www.vidyasagarcollege.edu.in/,www.vidyasagarcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Vijaygarh Jyotish Ray College,Kolkata,Affiliated College,https://vjrc.ac.in/,vjrc.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
Vivekananda Mahavidyalaya,Bardhaman,Affiliated College,https://www.vmbdn.in/,www.vmbdn.in,high,wikipedia:List_of_institutions_of_higher_education_in_West_Bengal
