University Name,City,Category,Website,Website Domain,Confidence,Source
Kakojan College,Jorhat,Arts/Science College,https://kakojancollege.edu.in/,kakojancollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Kaliabor College,Kuwaritol,Arts/Science College,https://kaliaborcollege.ac.in/,kaliaborcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Kamargaon College,Bokakhat,Arts/Science College,https://kamargaoncollege.com/,kamargaoncollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Kampur College,Kampur,Arts/Science College,https://www.kampurcollege.ac.in/,www.kampurcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Karimganj College,Karimganj,Arts/Science College,https://www.karimganjcollege.ac.in/,www.karimganjcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Karmashree Hiteswar Saikia College,Guwahati,Arts/Science College,http://www.khscollege.com/,www.khscollege.com,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Katigorah Anchalik Degree College,Cachar,Arts/Science College,,,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
Kokrajhar Government College,Kokrajhar,Arts/Science College,https://www.kgc.edu.in/,www.kgc.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lakhimpur Commerce College,North Lakhimpur,Arts/Science College,https://www.lccollege.edu.in/,www.lccollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lakhimpur Girls' College,North Lakhimpur,Arts/Science College,https://lgcollege.ac.in/,lgcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lakhimpur Kendriya Mahavidyalaya,North Lakhimpur,Arts/Science College,https://lkmahavidyalaya.edu.in/,lkmahavidyalaya.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lakhipur College,Lakhipur,Arts/Science College,https://lakhipurcollege.ac.in/,lakhipurcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lalit Chandra Bharali College,Guwahati,Arts/Science College,https://www.lcbcollege.co.in/,www.lcbcollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lokanayak Omeo Kumar Das College,Dhekiajuli,Arts/Science College,https://lokdcollege.ac.in/,lokdcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Lumding College,Lumding,Arts/Science College,https://www.lumdingcollege.org/,www.lumdingcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Madhab Chandra Das College,Cachar,Arts/Science College,https://www.mcdcollege.org.in/,www.mcdcollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Madhab Choudhury College,Barpeta,Arts/Science College,https://www.mccollege.edu.in/,www.mccollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Mahendra Narayan Choudhury Balika Mahavidyalaya,Nalbari,Arts/Science College,https://www.mncbm.ac.in/,www.mncbm.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Majuli College,Majuli,Arts/Science College,https://majulicollege.in/,majulicollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Mankachar College,Mankachar,Arts/Science College,https://mankacharcollege.org/,mankacharcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Manohari Devi Kanoi Girls College,Dibrugarh,Arts/Science College,https://mdkgcollege.edu.in/,mdkgcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Margherita College,Margherita,Arts/Science College,https://margheritacollege.in/,margheritacollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Mariani College,Jorhat,Arts/Science College,https://marianicollege.org.in/,marianicollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Melamora College,Golaghat,Arts/Science College,https://melamoracollege.com/,melamoracollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Moran College,Moranhat,Arts/Science College,http://www.morancollege.ac.in/,www.morancollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Moridhal College,Dhemaji,Arts/Science College,https://moridhalcollege.in/,moridhalcollege.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Murkongselek College,Jonai,Arts/Science College,https://www.murkongselekcollege.org.in/,www.murkongselekcollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nabajyoti College,Kalgachia,Arts/Science College,https://www.nabajyoticollege.ac.in/,www.nabajyoticollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nabin Chandra College,Badarpur,Arts/Science College,https://nccollege.ac.in/,nccollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nagaon GNDG Commerce College,Nagaon,Arts/Science College,https://ngndgccollege.edu.in/,ngndgccollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nalbari College,Nalbari,Arts/Science College,https://www.nalbaricollege.ac.in/,www.nalbaricollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Namrup College,Namrup,Arts/Science College,https://namrupcollege.edu.in/,namrupcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nanda Nath Saikia College,Jorhat,Arts/Science College,https://www.nnsaikiacollege.org/,www.nnsaikiacollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Narangi Anchalik Mahavidyalaya,Guwahati,Arts/Science College,https://narangianchalikmahavidyalaya.ac.in/,narangianchalikmahavidyalaya.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nilambazar College,Karimganj,Arts/Science College,http://nilambazarcollege.ac.in/,nilambazarcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
North Bank College,Ghilamara,Arts/Science College,https://northbankcollege.ac.in/,northbankcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
North Gauhati College,Guwahati,Arts/Science College,https://www.northgauhaticollege.in/,www.northgauhaticollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Nowgong Girls' College,Nagaon,Arts/Science College,https://nowgonggirlscollege.edu.in/,nowgonggirlscollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Pithubar Girls' Degree College,Khowang,Arts/Science College,https://pithubarcollege.org/,pithubarcollege.org,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Pramathesh Barua College,Gauripur,Arts/Science College,http://www.pbcollege.co.in/,www.pbcollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Pub Kamrup College,Baihata Chariali,Arts/Science College,https://www.pubkamrupcollege.co.in/,www.pubkamrupcollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Rabindra Sadan Girls' College,Karimganj,Arts/Science College,https://rabindrasadangirlscollege.in/,rabindrasadangirlscollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Radha Govinda Baruah College,Guwahati,Arts/Science College,https://rgbaruahcollege.ac.in/,rgbaruahcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Ram Krishna Nagar College,Karimganj,Arts/Science College,https://www.rknagarcollege.org/,www.rknagarcollege.org,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Rangapara College,Rangapara,Arts/Science College,https://rcr.ac.in/,rcr.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Rangia College,Rangia,Arts/Science College,https://rangiacollege.ac.in/,rangiacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
S. B. Deorah College,Guwahati,Arts/Science College,https://sbdeorahcollege.org.in/,sbdeorahcollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sadiya College,Sadiya,Arts/Science College,https://www.sadiyacollege.ac.in/,www.sadiyacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sankaradeva Mahavidyalaya,Lakhimpur,Arts/Science College,https://sdm.org.in/,sdm.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sarupathar College,Sarupathar,Arts/Science College,https://sarupatharcollege.ac.in/,sarupatharcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Science College, Kokrajhar",Kokrajhar,Arts/Science College,http://www.sciencecollege.ac.in/,www.sciencecollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sibsagar Commerce College,Sivasagar,Arts/Science College,https://sibsagarcommercecollege.org.in/,sibsagarcommercecollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sibsagar Girls' College,Sivasagar,Arts/Science College,https://sibsagargirlscollege.org.in/,sibsagargirlscollege.org.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Silapathar College,Silapathar,Arts/Science College,https://silapatharcollege.edu.in/,silapatharcollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Silapathar Commerce College,Silapathar,Arts/Science College,https://purbanchalcollege.ac.in/,purbanchalcollege.ac.in,medium,wikipedia:List_of_institutions_of_higher_education_in_Assam
Silapathar Town College,Silapathar,Arts/Science College,https://silapathartc.in/,silapathartc.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sissi Borgaon College,Dhemaji,Arts/Science College,https://sissiborgaoncollege.ac.in/,sissiborgaoncollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sonapur College,Sonapur,Arts/Science College,https://www.sonapurcollege.ac.in/,www.sonapurcollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Sonari College,Sonari,Arts/Science College,https://sonaricollege.in/,sonaricollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
South Salmara College,South Salmara,Arts/Science College,https://ssalmaracollege.com/,ssalmaracollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Srikishan Sarda College,Hailakandi,Arts/Science College,https://sscollegehkd.ac.in/,sscollegehkd.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Suren Das College,Hajo,Arts/Science College,https://surendascollege.co.in/,surendascollege.co.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Swadeshi College of Commerce,Guwahati,Arts/Science College,,,low,wikipedia:List_of_institutions_of_higher_education_in_Assam
Tangla College,Tangla,Arts/Science College,https://www.tanglacollege.ac.in/,www.tanglacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Tezpur College,Tezpur,Arts/Science College,https://www.tezpurcollege.com/,www.tezpurcollege.com,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Tihu College,Tihu,Arts/Science College,https://www.tihucollege.ac.in/,www.tihucollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Tinsukia Commerce College,Tinsukia,Arts/Science College,https://tinsukiacommercecollege.edu.in/,tinsukiacommercecollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Tyagbir Hem Baruah College,Sonitpur,Arts/Science College,https://thbcollege.in/,thbcollege.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
Upendra Nath Brahma College,Kajalgaon,Arts/Science College,https://unbrahmacollege.edu.in/,unbrahmacollege.edu.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
West Goalpara College,Goalpara,Arts/Science College,https://www.westgoalparacollege.ac.in/,www.westgoalparacollege.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
"Women's College, Tinsukia",Tinsukia,Arts/Science College,https://wcttsk.ac.in/,wcttsk.ac.in,high,wikipedia:List_of_institutions_of_higher_education_in_Assam
